order_id,order_date,customer_id,region_code,market,category,channel,quantity,unit_price,discount_pct,order_amount,cogs
O-02198,2025-09-20,C-0019,EU,UK & Ireland,Software,Partner,101,849.90,0.3351,57072.71,25978.21
O-02199,2025-09-20,C-0711,US,US Central,Hardware,Partner,18,3905.30,0.3500,45692.01,46140.48
O-02200,2025-09-20,C-0159,EU,Southern Europe,Services,Online,1,645.24,0.2382,491.56,394.78
O-02201,2025-09-20,C-0208,US,US East,Services,Partner,1,580.66,0.3382,384.28,349.30
O-02202,2025-09-20,C-0274,US,US East,Support & CS,Partner,3,1665.00,0.3356,3318.82,2731.41
O-02203,2025-09-20,C-0778,US,US West,Software,Direct,14,408.84,0.3500,3720.44,1663.48
O-02204,2025-09-20,C-0520,APAC,ANZ,Software,Partner,93,176.52,0.3500,10670.63,4927.14
O-02205,2025-09-20,C-0380,US,US West,Hardware,Partner,13,4037.69,0.3500,34118.48,33982.65
O-02206,2025-09-20,C-0778,US,US West,Services,Online,27,260.29,0.2473,5289.79,4412.34
O-02207,2025-09-20,C-0187,EU,Benelux & Nordics,Software,Online,106,303.42,0.2478,24193.22,10065.76
O-02208,2025-09-20,C-0055,EU,UK & Ireland,Software,Direct,76,440.67,0.3500,21769.10,10387.68
O-02209,2025-09-20,C-0628,APAC,ANZ,Software,Direct,62,389.87,0.3500,15711.76,7432.56
O-02210,2025-09-20,C-0751,US,US West,Hardware,Partner,14,1283.03,0.3500,11675.57,11543.84
O-02211,2025-09-20,C-0108,APAC,Greater China,Hardware,Direct,16,1853.24,0.3500,19273.70,19966.72
O-02212,2025-09-20,C-0587,EU,UK & Ireland,Software,Partner,88,223.32,0.3500,12773.90,5987.52
O-02213,2025-09-20,C-0591,EU,DACH,Software,Partner,17,126.76,0.3500,1400.70,648.04
O-02214,2025-09-20,C-0172,EU,DACH,Software,Partner,71,737.62,0.3500,34041.16,16242.67
O-02215,2025-09-20,C-0025,APAC,Japan,Services,Direct,29,434.78,0.3500,8195.60,7743.58
O-02216,2025-09-20,C-0761,US,US West,Hardware,Direct,11,3218.68,0.3500,23013.56,23010.68
O-02217,2025-09-20,C-0765,US,US East,Software,Partner,93,472.70,0.3500,28574.72,13188.33
O-02218,2025-09-20,C-0137,EU,DACH,Software,Partner,58,148.06,0.3500,5581.86,2593.76
O-02219,2025-09-20,C-0134,EU,UK & Ireland,Hardware,Direct,9,795.00,0.3500,4650.75,4928.49
O-02220,2025-09-20,C-0656,APAC,Greater China,Services,Partner,34,445.78,0.3384,10027.51,9221.48
O-02221,2025-09-20,C-0767,US,US East,Software,Partner,104,631.44,0.3431,43139.38,18909.28
O-02222,2025-09-21,C-0550,APAC,ANZ,Hardware,Partner,14,602.01,0.3314,5634.67,5635.14
O-02223,2025-09-21,C-0334,APAC,Japan,Software,Partner,98,416.23,0.3500,26513.85,12576.34
O-02224,2025-09-21,C-0455,US,US West,Software,Direct,102,784.93,0.3500,52040.86,23795.58
O-02225,2025-09-21,C-0531,APAC,Japan,Software,Partner,99,651.09,0.3500,41897.64,19187.19
O-02226,2025-09-21,C-0397,US,US East,Hardware,Direct,18,3143.62,0.3500,36780.35,36576.90
O-02227,2025-09-21,C-0505,APAC,Greater China,Services,Partner,30,235.72,0.3500,4596.54,4383.60
O-02228,2025-09-21,C-0283,APAC,Southeast Asia,Software,Online,75,279.35,0.2378,15969.11,6150.00
O-02229,2025-09-21,C-0691,US,US East,Services,Online,17,169.22,0.2333,2205.68,1790.78
O-02230,2025-09-21,C-0761,US,US West,Support & CS,Partner,6,1308.39,0.3500,5102.72,4266.00
O-02231,2025-09-21,C-0209,EU,UK & Ireland,Software,Direct,57,629.04,0.3500,23305.93,10989.60
O-02232,2025-09-21,C-0328,US,US Central,Hardware,Online,3,3069.72,0.2312,7080.12,5838.60
O-02233,2025-09-21,C-0546,EU,Southern Europe,Hardware,Partner,2,3414.97,0.3500,4439.46,4574.16
O-02234,2025-09-21,C-0353,APAC,Japan,Services,Partner,6,375.76,0.3500,1465.46,1412.16
O-02235,2025-09-21,C-0019,EU,UK & Ireland,Support & CS,Partner,1,459.45,0.3428,301.96,256.56
O-02236,2025-09-21,C-0740,APAC,ANZ,Services,Partner,41,284.46,0.3500,7580.86,7464.46
O-02237,2025-09-21,C-0008,EU,Southern Europe,Support & CS,Partner,4,537.95,0.3500,1398.67,1197.64
O-02238,2025-09-21,C-0553,US,US Central,Hardware,Partner,14,2039.71,0.3486,18602.27,19086.62
O-02239,2025-09-22,C-0304,APAC,Southeast Asia,Software,Partner,103,430.54,0.3359,29450.70,13089.24
O-02240,2025-09-22,C-0646,EU,DACH,Software,Partner,40,271.72,0.3500,7064.72,3264.80
O-02241,2025-09-22,C-0570,EU,Southern Europe,Services,Online,21,241.93,0.2355,3884.03,3144.96
O-02242,2025-09-22,C-0186,APAC,ANZ,Hardware,Partner,14,1309.17,0.3500,11913.45,12327.42
O-02243,2025-09-22,C-0579,APAC,ANZ,Hardware,Partner,5,1347.38,0.3500,4378.99,4525.75
O-02244,2025-09-22,C-0486,EU,UK & Ireland,Hardware,Direct,11,3707.53,0.3500,26508.84,26902.15
O-02245,2025-09-22,C-0527,US,US West,Services,Partner,40,464.59,0.3395,12273.64,11058.40
O-02246,2025-09-22,C-0721,APAC,Southeast Asia,Services,Online,45,276.36,0.2644,9148.63,7684.65
O-02247,2025-09-22,C-0689,APAC,Japan,Software,Partner,33,60.82,0.3500,1304.59,605.55
O-02248,2025-09-22,C-0787,US,US West,Support & CS,Direct,8,630.42,0.3500,3278.18,2707.68
O-02249,2025-09-22,C-0148,EU,Benelux & Nordics,Hardware,Direct,11,1540.92,0.3500,11017.58,11415.36
O-02250,2025-09-22,C-0306,APAC,Japan,Hardware,Online,4,513.64,0.2614,1517.40,1347.20
O-02251,2025-09-22,C-0111,APAC,ANZ,Hardware,Partner,17,1188.43,0.3342,13452.23,13631.96
O-02252,2025-09-22,C-0543,APAC,Japan,Support & CS,Direct,10,509.47,0.3500,3311.56,2830.70
O-02253,2025-09-22,C-0575,US,US West,Hardware,Direct,3,3611.89,0.3500,7043.19,7055.40
O-02254,2025-09-22,C-0301,US,US Central,Software,Direct,104,302.38,0.3500,20440.89,9501.44
O-02255,2025-09-22,C-0142,US,US East,Support & CS,Partner,4,804.31,0.3500,2091.21,1788.40
O-02256,2025-09-22,C-0485,EU,UK & Ireland,Hardware,Direct,8,4127.47,0.3500,21462.84,21596.96
O-02257,2025-09-22,C-0150,US,US Central,Software,Partner,65,216.64,0.3500,9153.04,4139.85
O-02258,2025-09-22,C-0041,US,US Central,Software,Direct,20,644.82,0.3500,8382.66,3827.20
O-02259,2025-09-22,C-0407,EU,UK & Ireland,Software,Partner,56,73.39,0.3490,2675.48,1235.36
O-02260,2025-09-22,C-0497,US,US Central,Services,Direct,35,369.50,0.3500,8406.12,7820.40
O-02261,2025-09-22,C-0641,APAC,Greater China,Hardware,Direct,17,3670.66,0.3500,40560.79,40348.48
O-02262,2025-09-22,C-0689,APAC,Japan,Hardware,Direct,3,560.22,0.3500,1092.43,1144.02
O-02263,2025-09-22,C-0369,EU,Southern Europe,Software,Partner,46,614.15,0.3500,18363.08,8454.34
O-02264,2025-09-22,C-0272,EU,UK & Ireland,Hardware,Partner,9,496.48,0.3300,2993.57,3004.11
O-02265,2025-09-22,C-0051,APAC,Japan,Software,Partner,79,624.08,0.3500,32046.51,15243.84
O-02266,2025-09-22,C-0743,US,US Central,Support & CS,Partner,11,878.79,0.3461,6320.72,5221.15
O-02267,2025-09-22,C-0548,US,US Central,Hardware,Direct,18,963.06,0.3500,11267.80,11178.54
O-02268,2025-09-22,C-0790,EU,UK & Ireland,Hardware,Partner,3,4092.05,0.3500,7979.50,8161.26
O-02269,2025-09-22,C-0031,US,US Central,Hardware,Online,17,614.07,0.2742,7576.56,6584.44
O-02270,2025-09-22,C-0643,EU,DACH,Hardware,Partner,16,3721.19,0.3500,38700.38,39202.72
O-02271,2025-09-22,C-0774,US,US East,Software,Direct,49,680.12,0.3500,21661.82,9903.88
O-02272,2025-09-22,C-0242,APAC,Japan,Hardware,Direct,16,2308.78,0.3500,24011.31,24820.32
O-02273,2025-09-23,C-0343,US,US West,Software,Partner,94,514.79,0.3352,32168.93,14167.68
O-02274,2025-09-23,C-0591,EU,DACH,Support & CS,Partner,3,2055.73,0.3500,4008.67,3440.79
O-02275,2025-09-23,C-0794,APAC,ANZ,Software,Partner,12,431.71,0.3500,3367.34,1522.56
O-02276,2025-09-23,C-0107,US,US Central,Support & CS,Online,6,1946.35,0.2477,8785.88,6284.04
O-02277,2025-09-23,C-0311,EU,DACH,Software,Direct,24,295.76,0.3500,4613.86,2223.84
O-02278,2025-09-23,C-0687,APAC,ANZ,Software,Partner,10,756.85,0.3500,4919.53,2320.00
O-02279,2025-09-23,C-0285,US,US West,Software,Direct,21,565.22,0.3500,7715.25,3484.95
O-02280,2025-09-23,C-0744,US,US East,Software,Partner,101,892.12,0.3500,58567.68,26239.80
O-02281,2025-09-23,C-0048,EU,Southern Europe,Software,Direct,38,653.27,0.3500,16135.77,7521.34
O-02282,2025-09-23,C-0723,EU,UK & Ireland,Hardware,Partner,8,1116.10,0.3500,5803.72,5997.60
O-02283,2025-09-23,C-0533,APAC,Japan,Support & CS,Partner,4,2119.10,0.3500,5509.66,4708.24
O-02284,2025-09-23,C-0579,APAC,ANZ,Software,Partner,32,80.12,0.3500,1666.50,794.88
O-02285,2025-09-23,C-0709,EU,Southern Europe,Hardware,Online,17,1447.43,0.2711,17935.15,16053.61
O-02286,2025-09-23,C-0692,US,US East,Hardware,Partner,14,3929.40,0.3329,36696.99,35037.80
O-02287,2025-09-23,C-0685,US,US East,Software,Partner,27,391.20,0.3500,6865.56,3147.93
O-02288,2025-09-23,C-0426,EU,Southern Europe,Hardware,Partner,4,2538.23,0.3500,6599.40,6919.64
O-02289,2025-09-23,C-0079,EU,DACH,Hardware,Partner,13,365.66,0.3373,3150.39,3094.13
O-02290,2025-09-23,C-0336,EU,Benelux & Nordics,Software,Partner,40,671.97,0.3310,17981.28,8262.80
O-02291,2025-09-23,C-0015,US,US East,Services,Online,6,501.56,0.2327,2308.99,1812.48
O-02292,2025-09-23,C-0795,EU,DACH,Hardware,Online,3,2809.78,0.2408,6399.78,5792.85
O-02293,2025-09-23,C-0193,US,US West,Hardware,Partner,2,2567.03,0.3500,3337.14,3338.18
O-02294,2025-09-23,C-0052,EU,Benelux & Nordics,Software,Online,78,260.44,0.2380,15478.70,6043.44
O-02295,2025-09-23,C-0629,US,US East,Software,Online,117,167.13,0.2519,14629.19,5909.67
O-02296,2025-09-23,C-0603,EU,UK & Ireland,Software,Partner,33,518.23,0.3500,11116.03,5142.72
O-02297,2025-09-23,C-0107,US,US Central,Software,Direct,81,644.58,0.3500,33937.14,15096.78
O-02298,2025-09-24,C-0673,US,US West,Hardware,Partner,5,1863.31,0.3462,6091.41,5884.05
O-02299,2025-09-24,C-0365,APAC,ANZ,Hardware,Online,8,429.83,0.2311,2643.80,2288.88
O-02300,2025-09-24,C-0500,US,US West,Software,Direct,107,443.99,0.3500,30879.50,13710.98
O-02301,2025-09-24,C-0708,EU,DACH,Software,Partner,80,588.28,0.3374,31181.84,14004.00
O-02302,2025-09-24,C-0157,US,US West,Hardware,Partner,2,3483.85,0.3500,4529.01,4662.66
O-02303,2025-09-24,C-0192,APAC,Japan,Hardware,Direct,18,1610.41,0.3500,18841.80,18946.44
O-02304,2025-09-24,C-0789,APAC,Greater China,Hardware,Partner,6,2226.27,0.3500,8682.45,8782.14
O-02305,2025-09-24,C-0045,US,US East,Services,Partner,25,274.56,0.3500,4461.60,4164.25
O-02306,2025-09-24,C-0426,EU,Southern Europe,Hardware,Online,6,744.00,0.2397,3394.12,2993.94
O-02307,2025-09-24,C-0522,EU,DACH,Hardware,Online,6,1879.45,0.2617,8325.22,7422.48
O-02308,2025-09-24,C-0157,US,US West,Support & CS,Online,7,2017.23,0.2628,10409.33,7532.49
O-02309,2025-09-24,C-0762,EU,Benelux & Nordics,Hardware,Direct,12,1989.79,0.3500,15520.36,16001.88
O-02310,2025-09-24,C-0566,US,US West,Support & CS,Online,5,2252.50,0.2712,8207.72,6065.90
O-02311,2025-09-24,C-0575,US,US West,Software,Partner,74,423.28,0.3500,20359.77,9502.34
O-02312,2025-09-24,C-0108,APAC,Greater China,Hardware,Partner,10,3088.66,0.3500,20076.29,20968.50
O-02313,2025-09-24,C-0500,US,US West,Hardware,Online,6,3798.85,0.2756,16512.27,14924.88
O-02314,2025-09-24,C-0373,US,US West,Hardware,Partner,10,2393.14,0.3500,15555.41,15294.10
O-02315,2025-09-24,C-0540,US,US Central,Software,Direct,83,92.37,0.3500,4983.36,2294.12
O-02316,2025-09-24,C-0660,EU,Benelux & Nordics,Services,Partner,39,592.35,0.3500,15016.07,14609.40
O-02317,2025-09-24,C-0765,US,US East,Software,Online,22,83.33,0.2306,1410.55,528.88
O-02318,2025-09-24,C-0437,US,US West,Support & CS,Online,5,1006.18,0.2564,3740.89,2667.30
O-02319,2025-09-24,C-0755,EU,Benelux & Nordics,Hardware,Direct,14,1506.23,0.3500,13706.69,14050.54
O-02320,2025-09-24,C-0533,APAC,Japan,Hardware,Partner,4,1998.27,0.3500,5195.50,5179.20
O-02321,2025-09-24,C-0740,APAC,ANZ,Hardware,Partner,13,3687.21,0.3500,31156.92,31466.63
O-02322,2025-09-24,C-0034,US,US East,Hardware,Partner,16,3533.21,0.3500,36745.38,36127.04
O-02323,2025-09-24,C-0294,EU,Southern Europe,Hardware,Direct,14,1643.22,0.3500,14953.30,14994.56
O-02324,2025-09-24,C-0755,EU,Benelux & Nordics,Hardware,Partner,11,1773.99,0.3500,12684.03,13185.48
O-02325,2025-09-24,C-0780,EU,DACH,Services,Partner,45,631.78,0.3500,18479.56,18198.00
O-02326,2025-09-25,C-0175,EU,UK & Ireland,Support & CS,Direct,4,1805.17,0.3500,4693.44,3966.56
O-02327,2025-09-25,C-0033,EU,Benelux & Nordics,Software,Direct,23,571.86,0.3500,8549.31,4080.20
O-02328,2025-09-25,C-0112,EU,UK & Ireland,Support & CS,Partner,2,301.83,0.3343,401.85,330.66
O-02329,2025-09-25,C-0060,EU,DACH,Hardware,Online,17,2857.51,0.2769,35128.78,31707.89
O-02330,2025-09-25,C-0180,EU,UK & Ireland,Software,Direct,60,583.69,0.3500,22763.91,10845.60
O-02331,2025-09-25,C-0762,EU,Benelux & Nordics,Support & CS,Partner,6,651.19,0.3500,2539.64,2210.28
O-02332,2025-09-25,C-0668,EU,DACH,Support & CS,Direct,8,1564.11,0.3500,8133.37,6851.36
O-02333,2025-09-25,C-0399,EU,DACH,Services,Partner,2,552.12,0.3500,717.76,714.52
O-02334,2025-09-25,C-0421,EU,Southern Europe,Software,Direct,92,614.75,0.3500,36762.05,17340.16
O-02335,2025-09-25,C-0722,US,US East,Hardware,Direct,5,1593.92,0.3500,5180.24,5204.55
O-02336,2025-09-25,C-0458,EU,Benelux & Nordics,Services,Direct,45,539.63,0.3500,15784.18,15022.80
O-02337,2025-09-25,C-0450,US,US East,Support & CS,Partner,5,1110.50,0.3500,3609.12,3052.90
O-02338,2025-09-25,C-0275,EU,UK & Ireland,Services,Partner,5,506.16,0.3500,1645.02,1624.35
O-02339,2025-09-25,C-0424,EU,Benelux & Nordics,Support & CS,Direct,5,699.51,0.3500,2273.41,1916.50
O-02340,2025-09-25,C-0604,EU,Southern Europe,Hardware,Direct,8,1245.62,0.3500,6477.22,6745.36
O-02341,2025-09-25,C-0573,APAC,Southeast Asia,Support & CS,Partner,12,649.76,0.3500,5068.13,4254.48
O-02342,2025-09-25,C-0711,US,US Central,Software,Online,77,859.17,0.2534,49390.79,19229.21
O-02343,2025-09-25,C-0123,APAC,Japan,Hardware,Partner,1,2925.42,0.3315,1955.78,1982.10
O-02344,2025-09-25,C-0592,EU,UK & Ireland,Support & CS,Partner,10,1941.03,0.3500,12616.69,10810.00
O-02345,2025-09-25,C-0141,EU,Benelux & Nordics,Support & CS,Partner,3,347.78,0.3333,695.59,595.89
O-02346,2025-09-25,C-0501,US,US West,Software,Online,78,742.02,0.2544,43152.06,16668.60
O-02347,2025-09-25,C-0724,EU,DACH,Services,Direct,1,179.89,0.3500,116.93,114.09
O-02348,2025-09-25,C-0676,APAC,ANZ,Support & CS,Partner,11,746.79,0.3500,5339.55,4546.19
O-02349,2025-09-26,C-0676,APAC,ANZ,Software,Partner,112,689.45,0.3500,50191.96,23313.92
O-02350,2025-09-26,C-0614,US,US West,Support & CS,Partner,5,1817.91,0.3500,5908.21,4952.65
O-02351,2025-09-26,C-0581,APAC,Southeast Asia,Support & CS,Direct,11,2001.96,0.3500,14314.01,12444.96
O-02352,2025-09-26,C-0032,EU,Southern Europe,Software,Direct,91,853.44,0.3500,50480.98,23865.66
O-02353,2025-09-26,C-0666,US,US East,Support & CS,Online,1,1087.35,0.2794,783.50,597.91
O-02354,2025-09-26,C-0323,APAC,Southeast Asia,Hardware,Partner,14,3597.39,0.3500,32736.25,33909.54
O-02355,2025-09-26,C-0169,EU,Benelux & Nordics,Software,Partner,37,635.24,0.3435,15431.13,7001.51
O-02356,2025-09-26,C-0616,US,US Central,Software,Partner,115,369.85,0.3500,27646.29,12873.10
O-02357,2025-09-26,C-0548,US,US Central,Services,Online,30,137.98,0.2646,3044.32,2478.30
O-02358,2025-09-26,C-0532,EU,DACH,Software,Partner,20,686.93,0.3448,9000.88,4262.40
O-02359,2025-09-26,C-0268,EU,UK & Ireland,Support & CS,Direct,12,1943.86,0.3500,15162.11,12656.64
O-02360,2025-09-26,C-0309,EU,UK & Ireland,Hardware,Direct,2,2336.08,0.3500,3036.90,3188.04
O-02361,2025-09-26,C-0519,US,US East,Software,Direct,82,432.01,0.3500,23026.13,10180.30
O-02362,2025-09-26,C-0392,EU,Southern Europe,Services,Partner,13,589.83,0.3487,4994.11,4684.16
O-02363,2025-09-26,C-0136,EU,UK & Ireland,Software,Partner,91,455.60,0.3484,27016.85,12466.09
O-02364,2025-09-26,C-0577,US,US East,Services,Partner,20,461.33,0.3500,5997.29,5559.40
O-02365,2025-09-26,C-0326,EU,Benelux & Nordics,Software,Partner,45,334.55,0.3500,9785.59,4640.85
O-02366,2025-09-27,C-0763,APAC,ANZ,Hardware,Direct,5,970.83,0.3500,3155.20,3315.15
O-02367,2025-09-27,C-0144,EU,Benelux & Nordics,Services,Partner,1,126.80,0.3500,82.42,80.87
O-02368,2025-09-27,C-0090,APAC,Southeast Asia,Support & CS,Online,11,917.81,0.2372,7701.28,5623.97
O-02369,2025-09-27,C-0458,EU,Benelux & Nordics,Support & CS,Partner,2,1607.48,0.3500,2089.72,1778.10
O-02370,2025-09-27,C-0294,EU,Southern Europe,Software,Direct,7,684.09,0.3500,3112.61,1471.61
O-02371,2025-09-27,C-0216,APAC,Japan,Hardware,Partner,14,2969.52,0.3500,27022.63,28240.80
O-02372,2025-09-27,C-0040,EU,Southern Europe,Services,Online,45,526.58,0.2364,18093.29,15081.30
O-02373,2025-09-27,C-0471,US,US East,Hardware,Partner,18,611.65,0.3400,7266.33,6958.08
O-02374,2025-09-27,C-0588,EU,DACH,Hardware,Direct,14,3301.52,0.3500,30043.83,30733.08
O-02375,2025-09-27,C-0627,US,US Central,Hardware,Online,5,997.27,0.2677,3651.51,3176.00
O-02376,2025-09-27,C-0680,APAC,Southeast Asia,Hardware,Direct,5,602.99,0.3500,1959.72,1995.40
O-02377,2025-09-27,C-0700,EU,UK & Ireland,Software,Direct,11,494.64,0.3500,3536.68,1698.29
O-02378,2025-09-27,C-0150,US,US Central,Software,Partner,46,261.66,0.3382,7965.74,3534.18
O-02379,2025-09-27,C-0651,US,US Central,Support & CS,Partner,9,1390.77,0.3319,8362.26,6781.86
O-02380,2025-09-27,C-0395,US,US West,Hardware,Direct,11,1428.63,0.3500,10214.70,9976.78
O-02381,2025-09-27,C-0268,EU,UK & Ireland,Software,Partner,47,738.79,0.3500,22570.03,10670.41
O-02382,2025-09-27,C-0236,US,US East,Hardware,Partner,5,3286.24,0.3500,10680.28,10737.20
O-02383,2025-09-27,C-0519,US,US East,Hardware,Partner,8,654.43,0.3500,3403.04,3376.48
O-02384,2025-09-27,C-0399,EU,DACH,Support & CS,Online,2,1509.71,0.2741,2191.72,1698.78
O-02385,2025-09-27,C-0108,APAC,Greater China,Hardware,Partner,17,1361.95,0.3311,15487.78,15222.65
O-02386,2025-09-27,C-0611,APAC,Japan,Hardware,Partner,11,3645.84,0.3500,26067.76,27181.88
O-02387,2025-09-27,C-0277,EU,UK & Ireland,Software,Direct,56,248.71,0.3500,9053.04,4346.72
O-02388,2025-09-27,C-0535,EU,UK & Ireland,Hardware,Online,4,2052.46,0.2606,6070.16,5445.48
O-02389,2025-09-27,C-0700,EU,UK & Ireland,Software,Online,49,361.96,0.2619,13090.51,5357.17
O-02390,2025-09-27,C-0454,EU,DACH,Services,Partner,37,420.97,0.3481,10154.19,10007.02
O-02391,2025-09-27,C-0137,EU,DACH,Hardware,Partner,15,3005.80,0.3500,29306.55,29537.25
O-02392,2025-09-27,C-0486,EU,UK & Ireland,Hardware,Partner,10,2054.73,0.3500,13355.75,13438.20
O-02393,2025-09-27,C-0387,US,US Central,Software,Partner,95,114.74,0.3500,7085.19,3283.20
O-02394,2025-09-28,C-0133,US,US West,Hardware,Direct,12,1523.96,0.3500,11886.89,11741.76
O-02395,2025-09-28,C-0556,US,US West,Software,Online,28,749.03,0.2721,15266.42,6214.88
O-02396,2025-09-28,C-0398,EU,DACH,Support & CS,Partner,12,1272.84,0.3457,9994.22,8683.92
O-02397,2025-09-28,C-0172,EU,DACH,Support & CS,Direct,11,256.56,0.3500,1834.40,1586.86
O-02398,2025-09-28,C-0195,APAC,Southeast Asia,Hardware,Partner,4,1062.08,0.3500,2761.41,2871.92
O-02399,2025-09-28,C-0488,US,US Central,Software,Online,94,597.31,0.2718,40888.91,16468.80
O-02400,2025-09-28,C-0664,APAC,Japan,Hardware,Direct,2,3422.06,0.3500,4448.68,4566.48
O-02401,2025-09-28,C-0507,EU,DACH,Software,Direct,40,543.31,0.3500,14126.06,6677.60
O-02402,2025-09-28,C-0319,APAC,Japan,Services,Direct,16,234.19,0.3500,2435.58,2357.12
O-02403,2025-09-28,C-0519,US,US East,Hardware,Partner,8,2635.91,0.3500,13706.73,13300.32
O-02404,2025-09-28,C-0619,APAC,Southeast Asia,Hardware,Partner,11,3187.89,0.3340,23354.21,23379.29
O-02405,2025-09-28,C-0208,US,US East,Support & CS,Direct,6,2220.18,0.3500,8658.70,7130.58
O-02406,2025-09-28,C-0702,EU,DACH,Hardware,Direct,11,2043.92,0.3500,14614.03,14932.61
O-02407,2025-09-28,C-0343,US,US West,Software,Partner,34,790.01,0.3500,17459.22,7786.68
O-02408,2025-09-28,C-0403,EU,DACH,Hardware,Partner,9,2374.02,0.3500,13888.02,14556.69
O-02409,2025-09-28,C-0385,US,US West,Hardware,Partner,15,593.23,0.3454,5825.18,5874.45
O-02410,2025-09-28,C-0048,EU,Southern Europe,Hardware,Partner,7,4179.46,0.3500,19016.54,19488.49
O-02411,2025-09-28,C-0109,US,US East,Software,Online,77,412.99,0.2593,23555.59,9221.52
O-02412,2025-09-28,C-0364,EU,DACH,Services,Partner,31,497.13,0.3500,10017.17,9845.29
O-02413,2025-09-28,C-0594,EU,Benelux & Nordics,Support & CS,Partner,4,1086.06,0.3482,2831.39,2441.76
O-02414,2025-09-28,C-0426,EU,Southern Europe,Software,Partner,117,684.52,0.3500,52057.75,24871.86
O-02415,2025-09-28,C-0051,APAC,Japan,Software,Online,23,415.17,0.2504,7157.79,2865.34
O-02416,2025-09-28,C-0532,EU,DACH,Software,Partner,85,212.33,0.3429,11859.70,5464.65
O-02417,2025-09-28,C-0626,EU,DACH,Software,Direct,46,885.02,0.3500,26462.10,12031.76
O-02418,2025-09-29,C-0726,EU,DACH,Hardware,Partner,2,2739.36,0.3500,3561.17,3723.28
O-02419,2025-09-29,C-0282,APAC,Southeast Asia,Services,Direct,13,333.43,0.3500,2817.48,2705.69
O-02420,2025-09-29,C-0666,US,US East,Support & CS,Partner,12,510.67,0.3500,3983.23,3379.32
O-02421,2025-09-29,C-0553,US,US Central,Services,Direct,13,275.04,0.3500,2324.09,2183.09
O-02422,2025-09-29,C-0113,US,US East,Software,Partner,93,485.88,0.3500,29371.45,13474.77
O-02423,2025-09-29,C-0410,EU,DACH,Software,Partner,23,444.96,0.3315,6841.67,3158.13
O-02424,2025-09-29,C-0440,EU,UK & Ireland,Software,Direct,61,76.61,0.3500,3037.59,1452.41
O-02425,2025-09-29,C-0553,US,US Central,Support & CS,Direct,11,1169.29,0.3500,8360.42,6815.71
O-02426,2025-09-29,C-0373,US,US West,Support & CS,Direct,10,2347.39,0.3500,15258.03,12446.10
O-02427,2025-09-29,C-0448,EU,UK & Ireland,Hardware,Direct,6,1827.32,0.3500,7126.55,7183.26
O-02428,2025-09-29,C-0621,APAC,ANZ,Hardware,Partner,9,1684.72,0.3442,9943.51,10086.57
O-02429,2025-09-29,C-0314,EU,DACH,Software,Direct,5,307.54,0.3500,999.51,480.45
O-02430,2025-09-29,C-0780,EU,DACH,Services,Direct,5,463.63,0.3500,1506.80,1438.75
O-02431,2025-09-29,C-0310,US,US Central,Software,Online,16,709.67,0.2555,8453.68,3355.68
O-02432,2025-09-29,C-0766,EU,DACH,Hardware,Partner,9,1868.96,0.3500,10933.42,11252.34
O-02433,2025-09-29,C-0462,EU,Benelux & Nordics,Support & CS,Partner,5,380.90,0.3475,1242.78,1081.45
O-02434,2025-09-29,C-0245,US,US East,Support & CS,Partner,11,678.28,0.3361,4953.39,4106.08
O-02435,2025-09-29,C-0597,APAC,ANZ,Services,Partner,10,133.87,0.3326,893.45,851.40
O-02436,2025-09-29,C-0192,APAC,Japan,Hardware,Partner,17,3969.92,0.3308,45166.35,45695.83
O-02437,2025-09-29,C-0392,EU,Southern Europe,Software,Partner,100,843.32,0.3500,54815.80,25570.00
O-02438,2025-09-29,C-0710,US,US East,Hardware,Online,12,519.57,0.2496,4678.92,4030.08
O-02439,2025-09-29,C-0009,US,US West,Support & CS,Partner,3,732.48,0.3500,1428.34,1188.39
O-02440,2025-09-29,C-0746,US,US West,Hardware,Direct,7,3342.66,0.3500,15209.10,15606.01
O-02441,2025-09-29,C-0157,US,US West,Hardware,Direct,9,1567.08,0.3500,9167.42,9287.64
O-02442,2025-09-29,C-0162,US,US West,Software,Partner,100,274.83,0.3351,18273.44,8052.00
O-02443,2025-09-30,C-0330,US,US West,Hardware,Online,15,3716.06,0.2344,42676.35,36732.60
O-02444,2025-09-30,C-0769,US,US West,Hardware,Partner,15,680.09,0.3500,6630.88,6779.70
O-02445,2025-09-30,C-0683,US,US East,Hardware,Direct,10,492.52,0.3500,3201.38,3204.40
O-02446,2025-09-30,C-0359,EU,DACH,Hardware,Online,17,3993.43,0.2761,49143.17,44796.53
O-02447,2025-09-30,C-0072,APAC,ANZ,Hardware,Direct,13,2323.63,0.3500,19634.67,19841.38
O-02448,2025-09-30,C-0423,US,US East,Services,Direct,18,419.47,0.3500,4907.80,4739.04
O-02449,2025-09-30,C-0472,EU,Southern Europe,Services,Partner,42,322.73,0.3500,8810.53,8739.36
O-02450,2025-09-30,C-0663,EU,DACH,Support & CS,Partner,6,989.71,0.3500,3859.87,3238.14
O-02451,2025-09-30,C-0740,APAC,ANZ,Hardware,Direct,16,4075.99,0.3500,42390.30,43690.08
O-02452,2025-09-30,C-0744,US,US East,Hardware,Partner,3,2432.28,0.3500,4742.95,4798.53
O-02453,2025-09-30,C-0445,EU,DACH,Software,Direct,16,749.95,0.3500,7799.48,3648.64
